=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2024.10.07 15:13:29 =~=~=~=~=~=~=~=~=~=~=~=
™ÿAdafruit MPU6050 test!
MPU6050 Found!
Accelerometer range set to: +-8G
Gyro range set to: +- 500 deg/s
Filter bandwidth set to: 21 Hz

13344,-1.01,0.10,7.38,-0.02,-0.04,0.03
13401,-1.34,0.01,7.34,-0.03,-0.04,0.05
13456,-1.13,-0.08,7.34,-0.02,-0.04,0.05
13511,-1.24,-0.07,7.30,-0.02,-0.04,0.05
13566,-1.24,0.01,7.31,-0.03,-0.05,0.10
13622,-1.26,0.06,7.32,-0.03,-0.04,0.07
13678,-1.30,0.08,7.35,-0.03,-0.04,0.09
13733,-1.17,0.14,7.33,-0.02,-0.04,0.03
13789,-1.19,-0.14,7.33,-0.03,-0.04,0.10
13844,-1.22,0.09,7.31,-0.03,-0.05,0.07
13900,-1.15,0.09,7.35,-0.02,-0.04,0.03
13956,-1.25,0.20,7.34,-0.02,-0.04,0.03
14011,-1.15,0.11,7.32,-0.02,-0.04,0.01
14066,-1.23,-0.10,7.32,-0.02,-0.04,-0.04
14123,-1.22,-0.10,7.35,-0.02,-0.04,-0.04
14178,-1.22,-0.10,7.32,-0.02,-0.04,-0.04
14233,-1.25,-0.10,7.33,-0.02,-0.04,-0.04
14288,-1.23,-0.09,7.33,-0.02,-0.04,-0.04
14345,-1.36,-0.38,7.31,-0.01,-0.04,-0.16
14400,-1.25,-0.02,7.31,-0.02,-0.04,-0.13
14455,-1.26,0.16,7.37,-0.02,-0.04,-0.03
14511,-1.08,-0.06,7.35,-0.02,-0.04,-0.14
14567,-1.35,0.05,7.32,-0.02,-0.04,-0.12
14622,-1.14,0.15,7.35,-0.02,-0.04,-0.14
14678,-1.28,0.29,7.34,-0.02,-0.04,-0.12
14733,-1.16,0.32,7.36,-0.01,-0.04,-0.18
14789,-1.36,0.10,7.37,-0.01,-0.04,-0.20
14844,-1.32,-0.13,7.33,-0.01,-0.04,-0.17
14900,-1.06,-0.20,7.37,-0.01,-0.04,-0.27
14956,-1.15,-0.48,7.35,-0.01,-0.04,-0.19
15011,-0.95,-0.51,7.35,-0.01,-0.04,-0.17
15067,-1.15,-0.33,7.31,-0.02,-0.04,-0.09
15122,-1.33,-0.28,7.35,-0.02,-0.04,-0.09
15178,-1.49,-0.55,7.33,-0.02,-0.04,-0.12
15234,-1.25,-0.50,7.33,-0.02,-0.04,-0.08
15289,-1.28,-0.11,7.31,-0.02,-0.04,-0.05
15344,-1.70,-0.38,7.33,0.02,-0.04,-0.96
15400,-0.83,0.14,7.33,0.02,-0.04,-1.00
15456,-1.13,-0.05,7.34,-0.02,-0.04,-0.07
15511,-1.24,-0.10,7.33,-0.02,-0.04,-0.04
15566,-1.25,-0.10,7.33,-0.02,-0.04,-0.04
15623,-1.24,-0.08,7.33,-0.02,-0.04,-0.04
15678,-1.23,-0.10,7.35,-0.02,-0.04,-0.04
15733,-1.23,-0.09,7.34,-0.02,-0.04,-0.04
15789,-1.24,-0.10,7.35,-0.02,-0.04,-0.04
15845,-1.22,-0.08,7.35,-0.02,-0.04,-0.04
15900,-1.24,-0.10,7.31,-0.02,-0.04,-0.04
15955,-1.23,-0.09,7.34,-0.02,-0.04,-0.04
16011,-1.23,-0.08,7.36,-0.02,-0.04,-0.04
16067,-1.25,-0.10,7.32,-0.02,-0.04,-0.04
16122,-1.24,-0.09,7.33,-0.02,-0.04,-0.04
16178,-1.25,-0.09,7.32,-0.02,-0.04,-0.04
16233,-1.23,-0.11,7.34,-0.02,-0.04,-0.04
16288,-1.23,-0.08,7.34,-0.02,-0.04,-0.04
16345,-1.25,-0.09,7.34,-0.02,-0.04,-0.04
16400,-1.24,-0.08,7.30,-0.02,-0.04,-0.04
16455,-1.38,0.14,7.33,-0.01,-0.04,-0.13
16510,-0.98,-0.09,7.52,0.05,-0.04,-0.08
16567,-1.53,-0.07,7.46,0.05,0.02,0.16
16622,-0.39,-0.06,7.44,0.10,0.09,0.19
16677,-1.55,-0.03,7.55,0.26,0.05,0.15
16733,-2.03,0.40,7.68,0.39,0.16,0.26
16789,-1.19,0.45,7.80,-0.04,0.00,0.25
16844,-1.78,0.43,7.93,-0.50,-0.12,-0.03
16900,-1.62,0.11,7.25,-0.46,-0.04,0.04
16955,-1.68,-0.03,7.66,-0.23,0.17,0.13
17011,-1.95,0.00,7.09,-0.32,0.12,0.37
17067,-1.60,-0.30,7.30,-0.11,-0.07,0.22
17122,-1.58,-0.10,7.14,-0.17,-0.14,0.27
17177,-1.65,-0.18,7.48,-0.09,-0.14,0.14
17233,-1.43,-0.34,7.56,-0.17,-0.13,0.34
17289,-1.75,-0.45,7.42,-0.29,-0.12,0.14
17344,-1.70,-0.65,6.74,-0.37,-0.10,0.20
17400,-1.50,-0.80,7.17,-0.25,-0.11,0.09
17456,-1.58,-1.00,7.65,-0.15,0.01,0.06
17511,-1.58,-1.19,7.15,-0.31,0.15,-0.01
17566,-1.69,-1.06,7.79,-0.39,0.11,0.05
17623,-1.76,-1.30,7.03,0.11,0.36,0.10
17678,-2.02,-1.12,7.00,0.16,0.30,0.21
17733,-2.28,-1.03,6.79,0.20,0.24,0.26
17788,-2.59,-1.24,6.60,-0.19,-0.13,0.12
17845,-2.59,-1.61,7.41,0.08,-0.15,0.15
17900,-1.96,-1.00,7.11,0.15,-0.20,0.17
17955,-1.87,-0.65,6.97,-0.04,0.02,0.04
18012,-2.10,-1.01,7.53,-0.12,0.08,-0.03
18067,-2.10,-0.98,7.28,-0.10,0.21,0.00
18122,-2.30,-1.07,7.09,-0.17,0.14,-0.04
18178,-2.46,-1.12,7.27,-0.12,0.28,-0.05
18234,-2.76,-1.09,7.00,-0.13,0.14,0.03
18289,-2.71,-1.24,7.27,-0.09,0.11,0.11
18344,-2.66,-0.94,6.91,-0.12,0.18,-0.01
18400,-2.77,-1.16,6.96,-0.18,0.36,-0.04
18456,-3.39,-1.44,7.24,-0.11,0.26,0.00
18511,-3.55,-1.51,7.13,-0.02,0.23,0.16
18567,-2.79,-0.70,6.59,-0.15,0.31,0.02
18622,-4.03,-1.60,6.77,-0.10,0.44,-0.03
18678,-4.11,-1.58,6.48,-0.12,0.31,-0.08
18734,-3.83,-1.49,6.80,-0.13,0.52,-0.01
18789,-4.85,-1.61,5.94,-0.07,0.36,0.08
18844,-4.55,-1.72,6.39,-0.09,0.56,0.10
18900,-5.16,-1.73,6.29,-0.06,0.45,0.02
18956,-4.94,-1.32,6.30,0.11,0.59,0.01
19011,-5.77,-1.69,6.33,-0.07,0.66,0.08
19067,-6.03,-1.46,5.80,-0.12,0.55,0.09
19123,-6.33,-1.59,5.63,-0.06,0.77,0.02
19178,-6.62,-1.31,5.20,-0.09,0.70,0.00
19233,-7.24,-1.70,5.00,-0.10,0.70,-0.02
19290,-7.22,-1.57,4.80,-0.05,0.61,-0.07
19345,-7.51,-1.38,4.01,-0.12,0.62,-0.00
19400,-7.79,-1.82,4.30,-0.10,0.72,-0.06
19456,-8.11,-1.60,3.82,-0.02,0.70,-0.01
19512,-8.32,-1.46,3.43,0.00,0.61,-0.01
19567,-8.52,-1.67,3.53,0.03,0.54,-0.02
19622,-8.82,-1.59,3.25,0.03,0.29,-0.03
19678,-8.92,-1.54,2.75,-0.03,0.25,-0.01
19734,-8.83,-1.40,2.94,0.06,0.03,0.01
19789,-8.94,-1.60,2.95,-0.01,-0.06,0.00
19845,-9.09,-1.45,2.66,-0.06,-0.15,0.00
19900,-8.72,-1.63,2.45,0.06,-0.44,-0.03
19956,-8.36,-0.78,6.08,-0.08,-0.01,-0.04
20012,-9.17,-1.12,2.59,0.09,-0.01,0.01
20067,-8.58,-1.53,2.22,0.09,-0.24,-0.05
20122,-8.47,-1.91,2.85,0.07,-0.69,-0.08
20178,-8.64,-1.42,3.67,0.11,-1.01,-0.08
20234,-8.06,-1.51,3.94,0.12,-1.29,-0.02
20289,-7.19,-1.23,4.81,0.16,-1.14,-0.13
20345,-6.74,-1.32,5.15,0.25,-1.26,-0.08
20401,-6.42,-0.91,5.62,0.23,-1.13,0.10
20456,-6.09,-0.93,5.73,0.15,-0.92,0.00
20511,-5.42,-0.51,6.09,0.27,-0.92,0.10
20568,-4.98,-0.93,6.82,0.12,-0.87,-0.06
20623,-4.93,-0.80,6.60,-0.10,-0.85,0.13
20678,-4.62,-0.59,7.20,-0.14,-0.68,0.02
20733,-4.43,-0.51,6.83,-0.16,-0.63,-0.02
20790,-3.75,-0.83,7.04,-0.27,-0.42,-0.02
20845,-4.12,-0.34,6.93,-0.14,-0.51,-0.10
20900,-3.33,-1.21,7.63,-0.21,-0.27,-0.14
20957,-3.11,-1.52,6.95,-0.28,-0.16,0.12
21012,-3.16,-1.39,6.72,-0.19,-0.57,0.16
21067,-2.91,-1.30,6.99,-0.15,-0.57,-0.01
21123,-2.84,-1.57,7.09,-0.26,-0.61,-0.06
21179,-2.33,-1.83,7.41,-0.33,-1.12,-0.05
21234,-1.91,-1.88,6.79,-0.23,-1.17,-0.15
21289,-1.12,-2.49,7.53,-0.43,-1.62,-0.13
21346,-0.10,-1.52,6.14,-0.11,-1.40,-0.20
21401,0.86,-2.42,6.92,-0.36,-1.44,-0.16
21456,1.06,-2.39,6.37,-0.32,-1.05,-0.12
21512,2.24,-2.66,6.79,-0.28,-1.26,-0.18
21568,2.59,-2.60,6.48,-0.14,-1.13,-0.19
21623,3.05,-2.43,6.12,-0.06,-0.69,-0.00
21679,3.02,-2.55,6.02,-0.06,-0.58,0.10
21734,3.76,-2.54,5.97,0.16,-0.60,-0.02
21790,3.95,-2.28,5.64,0.11,-0.83,-0.11
21846,3.96,-2.35,5.39,0.22,-0.87,-0.27
21901,4.23,-2.16,5.10,0.10,-0.94,-0.20
21957,4.94,-2.29,4.95,-0.02,-1.26,-0.29
22012,5.27,-2.04,4.31,-0.14,-1.20,-0.29
22068,6.36,-1.87,3.91,-0.27,-1.47,-0.32
22123,6.23,-2.35,3.58,-0.18,-1.41,-0.25
22179,7.02,-2.22,3.22,0.07,-0.88,-0.13
22235,7.25,-1.99,2.66,-0.07,-0.56,-0.01
22290,7.63,-2.13,2.54,-0.03,-0.22,0.03
22346,7.45,-2.01,2.32,-0.09,0.04,0.03
22402,6.98,-2.23,2.46,0.01,0.31,-0.02
22457,6.93,-2.11,2.76,0.04,0.53,0.08
